gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x128x256_bnt0_gui_xcd4_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,2,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x64x256_w3_bnt0_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,4,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x128x256_w3_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,8,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x64x256_w3_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,16,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x64x256_w2_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,32,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x64x256_w2_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,64,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,32,0,0,flydsl_moe1_afp8_wfp8_bf16_t32x64x256_w3_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t32x128x256_atomic_bnt2,0,0,0,0,0,0,0,post2_tuned
gfx950,256,8192,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,128,0,0,flydsl_moe1_afp8_wfp8_bf16_t128x256x256_w2_bnt0_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t128x128x128_reduce_bnt2_persist,0,0,0,0,0,0,0,post2_tuned
gfx950,256,16384,6144,3072,32,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x32,1,0,64,0,0,flydsl_moe1_afp8_wfp8_bf16_t64x128x256_w4_bnt0_gui_fp8,0,0,flydsl_moe2_afp8_wfp8_bf16_t64x128x256_atomic,0,0,0,0,0,0,0,post2_tuned
